hotel_name,location,landmark,ratings,info,price,tag,accessibility,occupancy_details,description
Whistling Waters,Siolim,null,null,"['| 1 Bedroom | Sleeps 4 guests', 'Pool/ Beach towels']","₹7,918 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
Samaria Stays Calangute,Calangute,| 1.6 km drive to Calangute Beach,null,"['Free Wi-Fi', 'Room in an Apartment']","₹4,063 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 3 guests,CoupleFriendlyFreeCancellationBook@₹0available
1BHK Studio with Pvt Jacuzzi by tisyastays,Nerul,| 2.7 km drive to Vagator Beach,null,"['| 1 Bedroom | Sleeps 2 guests', 'Reception']","₹12,758 per night",Like a 4 Star,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Casa De Suenos - 3BHK | Baga,Arpora,| 6.8 km drive to Goa International Airport,null,"['Wi-Fi', 'Room in an Apartment']","₹9,789 per night",null,Entire Homestay,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
La Soria - 2 BHK Pool Villa at Assagao by The Blue Kite (01),Assagao,null,null,"['| 1 Bedroom | Sleeps 2 guests', 'Reception']","₹21,128 per night",Like a 5 Star,Entire Villa,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Luna : 2bhk Apartment in Arpora,Arpora,| 2.4 km drive to Vagator Beach,null,"['Free Wi-Fi', 'Room in a Villa']","₹8,591 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Rivera Hermitage Ocean Breeze,Arpora,null,null,"['| 1 Bedroom | Sleeps 4 guests', 'Wi-Fi']","₹4,297 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 6 guests,CoupleFriendly
Hotel O Etllina Valley Villa,North Goa,null,null,"['Kitchenette', 'Restaurant']","₹3,668 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available100%MoneyBackGuaranteeonServiceRelatedIssues
ROW HOUSE,Panjim,| 3 minutes walk to Candolim Beach,null,"['Room in a Cottage', '| 1 Bedroom | Sleeps 4 guests']","₹4,911 per night",null,Entire Homestay,| 3 Bedrooms | Sleeps 14 guests,FreeCancellationBook@₹0available
Villa Nora | Villas By Noor,Bardez,null,null,"['Shared Swimming Pool', 'Housekeeping']","₹51,079 per night",Like a 5 Star,Entire Villa,| 4 Bedrooms | Sleeps 20 guests,"CoupleFriendlyBreakfastIncludedPet-friendlyvillawithanoutdoorpool,aspa&aprivatechef"
Skys Heaven,Benaulim,null,null,"['Room in a Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹19,951 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendlyFreeCancellationBook@₹0available
Greenwood 1BHK by Rightstay in Candolim,Candolim,| About a minute walk to Morjim Beach,null,"['Pool/ Beach towels', 'Bonfire']","₹3,795 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
White Castle Morjim Sea View,Morjim,null,null,"['Entire Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹8,469 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 8 guests,CoupleFriendlyFreeCancellationBook@₹0available
Havana By DanCenter - 3BHK Villa In Siolim,Siolim,null,null,"['Private Swimming Pool', 'Private Kitchen']","₹26,299 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0available
Casa Yna by tisyastays,Nerul,null,4.5,"['Caretaker', 'Lawn']","₹25,138 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Echo - Classy 3bhk Villa,Vagator,null,null,"['Room in a Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹16,124 per night",Like a 3 Star,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Palash Villa.,Candolim,| 2.0 km drive to Mandrem Beach,null,"['Shared Swimming Pool', 'Caretaker']","₹2,126 per night",null,Room in a Villa,| 1 Bedroom | Sleeps 4 guests,
Cinnamon Anjuna Goa,Anjuna,| 4 minutes walk to Calangute Beach,4.5,"['Spa', 'Restaurant']","₹12,748 per night",null,Entire Apartment,| Sleeps 6 guests,FreeCancellationBook@₹0available
LaZorita|3BHK|Pvt Pool & Terrace|(02),Anjuna,null,null,"['Restaurant', 'Bar']","₹32,156 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 8 guests,CoupleFriendly
Lavish 3 BHK villa with a private swimming pool,Vagator,| 8 minutes walk to Anjuna Beach,null,"['| 1 Bedroom | Sleeps 4 guests', 'Swimming Pool']","₹29,923 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
White House Beach Apartments,North Goa,Ends  in  03h:  09m:  30s,null,"['Housekeeping', 'Fireplace']","₹1,338 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 3 guests,CoupleFriendly
La Sierra - 3 BHK Private Pool Villa at Vagator by The Blue Kite (05),Vagator,null,4.5,"['Room in a Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹26,075 per night",Like a 5 Star,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,"CoupleFriendlyDesignervillawithapool,kitchen,livingroom&parking"
Rainforest - SEIS Villa 4 - 4 BHK Private Pool Villa,Arpora,| 1.9 km drive to Candolim Beach,null,"['Shared Swimming Pool', 'Shared Kitchen']","₹55,898 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,"CoupleFriendlyPoolvillawithagazebo,livingroom,kitchen&alawn"
"HideAway, Parra STU",Bardez,| 7 minutes walk to Baga Beach,4.2,"['Bar', 'Entire Villa']","₹5,173 per night",Like a 3 Star,Entire Apartment,| 1 Bedroom | Sleeps 6 guests,CoupleFriendlyChicapartmentneatlydonewithplushfurnishing&apool
Arcadia Villa Luxurious 3 Bedroom Beach Villa with Pool Just 100mtr From Candolim Beach,Candolim,null,null,"['| 4 Bedrooms | Sleeps 16 guests', 'Swimming Pool']","₹16,251 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 16 guests,CoupleFriendly
Aviator Resort,Arambol,| 2.0 km drive to Anjuna Beach,null,"['Caretaker', 'Gym']","₹9,125 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
Crossandra Sunrise 1 BHK near Anjuna N Assagao,Bardez,null,4.5,"['Swimming Pool', 'Caretaker']","₹3,593 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Rannygazzo Baga Apartments,Baga,null,null,"['Restaurant', 'Swimming Pool']","₹4,211 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendlyFreeCancellationBook@₹0available
El Arbol  - 2 BHK near Candolim by The Blue Kite (310),Nerul,null,4.5,"['Restaurant', 'Restaurant']","₹10,858 per night",Like a 4 Star,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
white Villa 3 Bhk in Sangolda Goa,Porvorim,null,null,"['Vehicle Rentals', 'Swimming Pool']","₹50,813 per night",null,Entire Villa,| 1 Bedroom | Sleeps 4 guests,
4 BHK villa with Pvt Pool & Entertainment Lounge,Vagator,null,null,"['Entire Villa', '| 4 Bedrooms | Sleeps 16 guests']","₹27,725 per night",null,Entire Villa,| 5 Bedrooms | Sleeps 20 guests,CoupleFriendly
Boutique Resort spacious Private Apartment with Pool North Goa,Siolim,| 2 minutes walk to Candolim Beach,4.4,"['Shared Swimming Pool', 'Caretaker']","₹3,405 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Santa Terra - 1 BHK at Reis Magos by The Blue Kite (104),Nerul,| 5 minutes walk to Candolim Beach,4.3,"['Luggage Storage', 'Swimming Pool']","₹7,080 per night",Like a 3 Star,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
2 BHK Apartment by LORNSTAYS,Anjuna,| 1.5 km drive to Candolim Beach,null,"['Entire Apartment', '| 2 Bedrooms | Sleeps 8 guests']","₹13,843 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 6 guests,
Casa de Julio,Bardez,| 5 minutes walk to Candolim Beach,null,"['Housekeeping', 'Shared Parking']","₹16,938 per night",null,Room in a Villa,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
Peaceful guest house,Majorda,| 1.0 km drive to Candolim Beach,null,"['| 5 Bedrooms | Sleeps 20 guests', 'Private Swimming Pool']","₹1,750 per night",null,Entire Villa,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
El Sereno - 2 BHK at Vagator by The Blue Kite (205),Vagator,| 1.7 km drive to Mandrem Beach,4.1,"['Power Backup', 'Swimming Pool']","₹10,766 per night",Like a 4 Star,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Villa Terra Viva by tisyastays,Anjuna,| 2.6 km drive to Baga Beach,null,"['Restaurant', '| 4 Bedrooms | Sleeps 16 guests']","₹28,056 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
ELIVAAS 3 BHK with Pvt Pool | Mirai Taurus,Vagator,| 10 minutes walk to Candolim Beach,null,"['Housekeeping', 'Kitchenette']","₹19,669 per night",Like a 5 Star,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Kensho Villas by Viiking Homestays,Majorda,| 2.0 km drive to Mandrem Beach,null,"['Entire Villa', '| 3 Bedrooms | Sleeps 12 guests']","₹46,235 per night",null,Entire Apartment,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendlyBreakfastIncluded
Akash Guest House,Calangute,| 3.0 km drive to Anjuna Beach,null,"['Swimming Pool', 'Kitchenette']","₹2,215 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Bliss rooms,Arambol,| 2.9 km drive to Calangute Beach,null,"['| 4 Bedrooms | Sleeps 16 guests', 'Shared Swimming Pool']","₹8,252 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
BulBul Nest,Palolem,| 5 minutes walk to Candolim Beach,null,"['Caretaker', '| 2 Bedrooms | Sleeps 8 guests']","₹2,444 per night",null,null,null,CoupleFriendly
LaVerona Family Friendly Villa(07),Assagao,null,null,"['Housekeeping', 'Pool/ Beach towels']","₹43,426 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendlyFreeCancellation
Rainforest Casa Oriana,Vagator,| 4 minutes walk to Calangute Beach,4.5,"['Restaurant', 'Fireplace']","₹72,951 per night",Like a 5 Star,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,
Basil Stays-La Bliss 6BHK Villa,Nerul,| 2.3 km drive to Candolim Beach,null,"['Entire Apartment', '| 2 Bedrooms | Sleeps 8 guests']","₹44,651 per night",null,Entire Villa,| 6 Bedrooms | Sleeps 24 guests,
La Anjuna by Basil Stays,Vagator,null,null,"['Private Swimming Pool', 'Caretaker']","₹16,038 per night",null,Entire Villa,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Heritage holiday home's,Arpora,null,null,"['Room in a Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹6,743 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
La Avila - 2 BHK Private Pool Villa at Siolim by The Blue Kite (18),Siolim,null,4.4,"['Restaurant', 'Free Parking']","₹13,515 per night",Like a 4 Star,Entire Villa,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
HOT - Homes by HOUSE OF TRAVELLERS,Vagator,null,null,"['Lounge', 'Restaurant']","₹11,025 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,FreeCancellationBook@₹0available
Mantra Stay,Arambol Beach,null,null,"['Room in an Apartment', '| 1 Bedroom | Sleeps 3 guests']","₹3,033 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
2bhk luxurious apartment at calangute parra road by Ecovista,Bardez,| 10 minutes walk to Miramar Beach,null,"['Reception', 'Housekeeping']","₹6,433 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 4 guests,FreeCancellationBook@₹0available
Blissvilla 1bhk near Dabolim Airport,Mormugao,null,null,"['Room in an Apartment', '| 1 Bedroom | Sleeps 5 guests']","₹3,036 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
SaffronStays Cielo,Vagator,| 1.7 km drive to Sernabatim Beach,null,"['Housekeeping', 'Caretaker']","₹30,318 per night",Like a 5 Star,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendlyAluxurious4-bedroomprivatepoolvillawithPortugueseaestheticsandmodernamenities
Beach River House,North Goa,| 1.5 km drive to Candolim Beach,null,"['null', 'Room in a Cottage']","₹3,034 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0available
Free Spirit Villa,Bardez,| 1.6 km drive to Morjim Beach,null,"['| 1 Bedroom | Sleeps 4 guests', 'Barbeque']","₹24,186 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Delmas Guest House Baga,Baga,null,null,"['Caretaker', 'Room in a Villa']","₹4,408 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,FreeCancellationBook@₹0available
ama Stays & Trails | Hacienda De Bastora  Goa,Bardez,| 2.5 km drive to Candolim Beach,4.5,"['| 1 Bedroom | Sleeps 4 guests', 'Swimming Pool']","₹2,87,100 per night",Like a 5 Star,Entire Villa,| 5 Bedrooms | Sleeps 20 guests,"CoupleFriendlyBreakfastIncludedManagedbyTajHolidayVillageResort&Spa,Goa"
Casa Beach Huts Resorts,Palolem,| 880 m drive to Vagator Beach,null,"['Kitchenette', '| 3 Bedrooms | Sleeps 6 guests']","₹4,610 per night",null,null,null,
Larisa Homes Morjim Villa 2BHK with Kids Room,Morjim,| 5 minutes walk to Candolim Beach,null,"['Shared Kitchen', 'Private Living Room']","₹23,394 per night",null,Entire Villa,| 2 Bedrooms | Sleeps 6 guests,CoupleFriendly
La Maroma W Private Pool6 By Travaholic Stays,Vagator,| 2.4 km drive to Vagator Beach,null,"['| 1 Bedroom | Sleeps 3 guests', 'Reception']","₹93,156 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
3 Bedroom with historic church view in Candolim,Candolim,| 2.8 km drive to Anjuna Beach,null,"['Caretaker', 'Room in an Apartment']","₹15,131 per night",null,Entire Apartment,| 3 Bedrooms | Sleeps 12 guests,FreeCancellationBook@₹0available
Casa 2565 by tisyastays,Anjuna,| 2.4 km drive to Vagator Beach,null,"['| 1 Bedroom | Sleeps 4 guests', '24-hour Security']","₹27,998 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Casa Azul,Vagator,null,null,"['Housekeeping', 'Rooms in an Apartment']","₹34,453 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendlyFreeCancellationBook@₹0available
ama Stays & Trails | Eden Farms Paradise Goa,South Goa,| 1.9 km drive to Vagator Beach,4.8,"['| 2 Bedrooms | Sleeps 4 guests', 'Reception']","₹14,355 per night",null,Entire Villa,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyBreakfastIncludedManagedbyTajExoticaResort&Spa,Goa"
Saga De Petra R Private Pool 4BHK Villa in Anjuna,Anjuna,null,null,"['Caretaker', 'Swimming Pool']","₹20,363 per night",Like a 4 Star,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
LohonoStays Villa Sacri Borod Hill 4,Ashwem Beach,null,null,"['Water Sports', 'Restaurant']","₹2,31,459 per night",null,Entire Villa,| 6 Bedrooms | Sleeps 24 guests,CoupleFriendlyBreakfastIncluded
La Macedo - 3 BHK Private Pool Villa at Assagao by The Blue Kite (03),Assagao,| About a minute walk to Candolim Beach,4.5,"['Caretaker', 'Room in a Homestay']","₹26,359 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,"CoupleFriendlyGorgeousvillawithapool,kitchen&adiningarea"
Villa Lirio by tisyastays,Bardez,null,4.4,"['| 1 Bedroom | Sleeps 4 guests', 'Caretaker']","₹18,099 per night",Like a 5 Star,Entire Villa,| 2 Bedrooms | Sleeps 8 guests,"CoupleFriendlySpanish-stylevillawithapool,garden&indoorgames"
Beautiful Lavish 2bhk,Assagao,null,4.4,"['Shared Parking', 'Swimming Pool']","₹14,234 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Staymaster Presha Villa 6BHK Pool Large Groups,North Goa,| 8 minutes walk to Baga Beach,null,"['null', 'Swimming Pool']","₹18,271 per night",null,Entire Homestay,| 6 Bedrooms | Sleeps 24 guests,CoupleFriendly
StayVista at Mawi Summers,Arambol Beach,null,3.8,"['Water Sports', 'Vehicle Rentals']","₹17,071 per night",Like a 3 Star,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
El Rocio - 2 BHK at Assagao by The Blue Kite (22),Assagao,null,null,"['Entire Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹10,842 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
UnigoOne Ace,Canacona,null,null,"['Housekeeping', 'Paid Wi-Fi']","₹3,863 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
Edgar's Luxury Villa by the Lagoon,Povorim,null,null,"['Fireplace', 'Rooms in a Hostel']","₹8,215 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendlyCoupleFriendlyHassleFreeCheck-inPrivateBookingsUnmarriedCouplesLocalId'sAcceptedFreeCancellationBook@₹0available
"Nirvana Serenity, ( The Luxury Sea view Villa )",Bardez,null,null,"['| 2 Bedrooms | Sleeps 2 guests', 'Swimming Pool']","₹16,938 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,
Ourem Palace Luxury Beach Huts,Palolem,| 7 minutes walk to Anjuna Beach,null,"['Living Room', 'null']","₹7,570 per night",null,null,null,
villa beach road 2bedroom kitchen with pool,Calangute,null,2.7,"['Restaurant', '24-hour Room Service']","₹7,122 per night",null,Entire Villa,| 2 Bedrooms | Sleeps 8 guests,
SAVEE'S LAKESIDE GOA,Arpora,null,null,"['Entire Apartment', '| 2 Bedrooms | Sleeps 8 guests']","₹3,086 per night",null,null,null,FreeCancellationBook@₹0available
Lovely 1BHK 9 Near Candolim Beach with WiFi AC POOL,Candolim,| 2.4 km drive to Vagator Beach,4.5,"['Caretaker', 'Housekeeping']","₹3,181 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Cerca Del Mar,Calangute,| 8 minutes walk to Anjuna Beach,4.7,"['Restaurant', 'Bar']","₹13,450 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 3 guests,FreeCancellationBook@₹0available
SMR Baga Beach Resort Goa,Baga,| 2.4 km drive to Vagator Beach,null,"['Room in a Cottage', '| 1 Bedroom | Sleeps 4 guests']","₹2,989 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 2 guests,CoupleFriendly
Luxury Studio near Candolim,Candolim,| 1.5 km drive to Majorda Beach,null,"['Restaurant', 'Lawn']","₹11,653 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
The White House,Ashwem Beach,| 9 minutes walk to Calangute Beach,null,"['Gym', 'Swimming Pool']","₹13,389 per night",Like a 3 Star,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
FabHotel Prime Sai Swastik,Nerul,null,null,"['Kids Play Area', 'Free Parking']","₹2,211 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Open Cage Villa | 2 BHK Pool Villa,Anjuna,| About a minute walk to Palolem Beach,3.1,"['Seating Area', 'Swimming Pool']","₹42,344 per night",null,Entire Villa,| 2 Bedrooms | Sleeps 8 guests,FreeCancellation
3 BHK villa | Entertainment Room | Pvt Pool I Garden,Bardez,null,null,"['Kids Play Area', 'null']","₹24,894 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
1BHK w Pool & Sauna | 2km to Calangute & Baga Beach | Hireavilla,Calangute,null,null,"['Water Sports', 'Swimming Pool']","₹3,150 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
La Mer - 2 BHK Apt at Reis Magos by The Blue Kite (104),Bardez,| 2.3 km drive to Candolim Beach,4,"['Restaurant', 'Swimming Pool']","₹9,246 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
2bhk lotus pool apartment By benaulim beach,Benaulim,Ends  in  03h:  12m:  40s,null,"['Restaurant', 'Swimming Pool']","₹18,704 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
2 BHK with Pvt Pool | Garden & Gazebo |,Bardez,null,null,"['Swimming Pool', 'Kids Play Area']","₹13,692 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Temple Garden Seaside cottages,Palolem,null,3.4,"['Spa', 'Restaurant']","₹14,369 per night",null,null,null,
Cosy 3BHK Villa with Private Pool and Jacuzzi,Bardez,| 10 minutes walk to Vagator Beach,null,"['Swimming Pool', 'Gym']","₹17,273 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Villa Beleza Infinita | A Ultra luxurious villa with infinity pool & Jacuzzi,Bardez,null,4.6,"['Swimming Pool', 'Indoor Games']","₹28,577 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,BreakfastIncluded
The Sunset Chalet Anjuna,Anjuna,null,null,"['Swimming Pool', 'Restaurant']","₹7,314 per night",null,Entire Homestay,| 2 Bedrooms | Sleeps 8 guests,
Vibes Hotel,Vagator,| 7.2 km drive to Goa International Airport,null,"['null', 'Spa']","₹3,710 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Nyast Valley Resort,Arpora,null,null,"['Water Sports', 'null']","₹18,665 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Page 3 Hostel,Anjuna,| 8 minutes walk to Ashwem Beach,null,"['Swimming Pool', 'Gym']",₹884 per night,null,Rooms in a Hostel,| 2 Bedrooms | Sleeps 4 guests,
TROPICANA VILLA,Bardez,null,null,"['Room in an Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹21,172 per night",null,Entire Villa,| 2 Bedrooms | Sleeps 8 guests,
Villa Asna - Villas by Noor,Bardez,| 3 minutes walk to Baga Beach,null,"['Housekeeping', 'Free Wi-Fi']","₹27,556 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendlyBreakfastIncluded
Casa Mora Assagao,Assagao,null,null,"['Spa', 'Swimming Pool']","₹20,998 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendly
Joelene Mandrem,North Goa,| 2.2 km drive to Palolem Beach,3.9,"['Restaurant', 'Gym']","₹1,434 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
Villa White Pearl,Bardez,| 1.6 km drive to Morjim Beach,null,"['Swimming Pool', 'Swimming Pool']","₹22,219 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 14 guests,
The Cider 2BHK Apartment - Sleeps 7,Palolem,| 2.3 km drive to Vagator Beach,null,"['Spa', 'null']","₹9,225 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,CoupleFriendly
Studio Apartment is Candolim,Candolim,| 5 minutes walk to Candolim Beach,4.5,"['Swimming Pool', 'Indoor Games']","₹3,573 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Staymaster Paradise Perch | Pool | 4BR Calangute,Nagoa,null,null,"['Restaurant', 'Bar']","₹16,376 per night",Like a 4 Star,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,"CoupleFriendlyResideinthisimpeccablydesignedvillawithaprivatepool,garden&terrace"
The Coastline Stays Arambol,Arambol Beach,null,null,"['Gym', 'Caretaker']","₹1,231 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 2 guests,
Melhorstays villas- L-M 305 Luxurious 3bhk villa,Anjuna,null,null,"['Luggage Storage', 'Restaurant']","₹22,969 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
Maria's guest house,Baga,| 8 minutes walk to Anjuna Beach,4.6,"['Bar', 'Indoor Games']","₹2,761 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Casa Illonka,Bardez,| 2 minutes walk to Ashwem Beach,null,"['Spa', 'Swimming Pool']","₹24,439 per night",null,Entire Villa,| 3 Bedrooms | Sleeps 12 guests,CoupleFriendlyFreeCancellationBook@₹0available
Lee Carlos A/c Rooms Calangute,Calangute,Ends  in  03h:  12m:  52s,null,"['Restaurant', 'Bar']","₹2,976 per night",null,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,
Three Bedroom Villas in Arpora,Arpora,null,null,"['Swimming Pool', 'Indoor Games']","₹46,403 per night",null,Entire Apartment,| 3 Bedrooms | Sleeps 12 guests,FreeCancellation
SUNBBATH beach EXOTICA,Palolem,null,null,"['Room in a Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹5,841 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0available
Whiteboard Homes Siolim,Siolim,null,4.7,"['Living Room', 'Caretaker']","₹2,583 per night",Like a 3 Star,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
In the Heights Guest House Majorda,Majorda,null,null,"['Kids Play Area', 'Indoor Games']","₹2,708 per night",null,null,null,FreeCancellationBook@₹0available
Echor Reis Magos Villa Goa,Bandoli,| 2.8 km drive to Mandrem Beach,null,"['Swimming Pool', 'Restaurant']","₹41,096 per night",null,Room in a Villa,| 1 Bedroom | Sleeps 20 guests,CoupleFriendlyFreeCancellationBreakfastavailableatextracharges
Kevrich Beach house,Calangute,Ends  in  03h:  12m:  56s,null,"['| 1 Bedroom | Sleeps 4 guests', 'Shared Swimming Pool']","₹3,106 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyFreeCancellationBook@₹0available
Waters villa 7 bhk by Limestays,Calangute Baga Road,null,null,"['Caretaker', 'Restaurant']","₹31,628 per night",null,Entire Villa,| 7 Bedrooms | Sleeps 28 guests,
Mi amore village royal resort Calangute,Bardez,| 2.0 km drive to Palolem Beach,null,"['Indoor Games', 'Swimming Pool']","₹2,693 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,
ARYAN Suite,Calangute,null,null,"['Fireplace', 'Restaurant']","₹7,386 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 3 guests,
1 BHK Apartment with Jacuzzi & Lift in Goa,Candolim,null,null,"['Swimming Pool', 'Water Sports']","₹5,457 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
The Sunset Haven 3 BHK Villa With Pool,Assagao,| About a minute walk to Palolem Beach,null,"['Swimming Pool', 'Water Sports']","₹44,109 per night",null,Entire Villa,| 4 Bedrooms | Sleeps 16 guests,CoupleFriendly
Namaslay Homes 1BHK Apartment,Calangute,| 9 minutes walk to Calangute Beach,null,"['Restaurant', 'null']","₹2,527 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,
